Team,Finish,TourneyWins,Result,Seed,Tempo,AdjTempo,OE,AdjOE,DE,AdjDE,AdjEM,eFGPct,TOPct,ORPct,FTRate,OppeFGPct,OppTOPct,OppORPct,OppFTRate,FG2Pct,FG3Pct,FTPct,BlockPct,OppFG2Pct,OppFG3Pct,OppFTPct,OppBlockPct,FG3Rate,OppFG3Rate,ARate,OppARate,StlRate,OppStlRate
2004 North Texas,DNQ,0,0,0,70.7709,69.271,99.7894,100.638,103.982,105.62,-4.98197,48.3618,23.2259,37.7233,40.2048,47.0452,18.5585,34.2011,42.0983,47.4727,33.5526,63.4975,12.8937,45.374,33.6735,70.0315,9.8117,31.1263,32.5365,45.0949,47.4441,0.0806,0.1228
2004 Northeastern,DNQ,0,0,0,73.6652,73.254,102,102.644,99.598,106.746,-4.10205,48.1308,19.5986,32.9231,40.6542,50.9411,24.1586,36.3186,34.8512,46.953,33.1927,64.6552,8.9381,51.6814,32.882,65.5052,10.6893,41.5304,31.3904,52.4079,58.4881,0.1121,0.0936
2004 Northern Arizona,DNQ,0,0,0,72.6451,69.7764,101.554,101.757,102.964,104.83,-3.07278,51.7892,22.4013,28.8099,37.0202,49.0178,18.7605,32.1942,38.4285,48.5098,38.2979,72.7592,10.7595,48.1917,33.8432,70.607,8.8386,36.6949,32.1056,60.3198,50.9859,0.0718,0.0981
2004 Northern Illinois,DNQ,0,0,0,67.0273,64.8366,98.9406,100.289,105.461,105.894,-5.60516,49.5377,23.8493,35.1903,43.1721,48.068,17.7483,34.7272,44.9034,47.1698,35.8416,65.4036,12.1422,45.311,35.8607,69.1395,7.7691,35.9175,32.5117,57.4257,58.8328,0.0788,0.1242
2004 Northern Iowa,7. First Round,1,1,14,65.5929,65.2729,104.012,106.972,98.0692,98.5408,8.4316,50.565,18.8477,27.1084,39.1086,46.5466,17.2393,28.823,32.2314,49.2857,35.0734,73.1942,4.7154,45.4472,32.9741,69.5971,7.551,38.4809,27.3908,56.1605,42.5562,0.0774,0.0965
2004 Northwestern,DNQ,0,0,0,60.4696,59.6116,101.588,105.814,103.574,100.969,4.84485,50.8293,18.4171,25.0545,32.6883,52.3665,23.8573,38.435,27.9919,53.5,31.6847,66.8076,4.5745,51.9149,35.436,66.4251,10.25,44.7132,36.4435,68.5624,60.972,0.1349,0.0924
2004 Northwestern St.,DNQ,0,0,0,75.7565,72.7809,95.2745,95.2437,101.567,104.828,-9.58421,46.2411,21.904,33.7611,38.2372,47.7989,20.3243,33.3333,44.2838,45.6078,31.9712,65.4237,9.8299,47.9206,31.681,70.3264,8.6957,26.9605,30.4862,56.8779,57.4924,0.099,0.1132
2004 Notre Dame,DNQ,0,0,0,65.6496,64.8325,107.686,112.655,103.337,100.262,12.3928,49.2869,15.3125,31.5626,34.6133,47.6899,17.4726,34.7122,26.9782,46.2604,35.8108,72.9002,10.1238,45.0838,36.4706,69.8819,10.988,40.5924,27.0844,56.1358,54.0373,0.0893,0.0859
2004 Oakland,DNQ,0,0,0,71.3403,69.2568,102.428,103.783,103.952,104.849,-1.0658,48.2353,18.3418,32.4463,37.7647,50.8951,22.8033,34.8677,42.0716,47.3593,33.3945,64.6417,8.4532,50.5396,34.5133,73.4043,5.1948,32.0588,28.9003,53.4979,55.4318,0.1205,0.0977
2004 Ohio,DNQ,0,0,0,65.7362,64.6024,98.8849,100.807,103.391,103.874,-3.06681,46.877,22.1952,34.2282,43.223,50.2427,20.6594,33.9825,38.3495,43.2323,35.1882,72.1098,6.2807,47.9882,35.93,68.6709,11.2121,38.1636,38.1675,52.7216,55.2448,0.0996,0.0827
2004 Ohio St.,DNQ,0,0,0,64.0738,63.1336,102.155,107.134,106.889,107.145,-0.0117253,49.1575,22.4225,37.8557,43.2275,52.1008,20.2846,32.8224,39.819,48.3813,34.1067,64.9175,7.6389,47.5198,40.4453,71.9156,7.8237,27.9326,34.8416,51.9708,58.6801,0.1027,0.1043
2004 Oklahoma,DNQ,0,0,0,65.5727,63.7432,100.245,103.913,93.8099,93.1792,10.7342,46.7124,19.6601,34.9061,36.1349,47.2634,26.5387,36.2009,42.5628,44.9558,33.2795,66.9304,13.7688,45.1898,35.2381,69.1377,9.2035,35.3917,27.0444,52.6611,56.0606,0.1288,0.0956
2004 Oklahoma St.,3. Final Four,5,3,2,67.6084,65.9003,114.609,117.359,93.3949,92.5691,24.7896,55.4921,19.7699,37.6276,39.3148,46.1347,21.8721,31.9223,35.2844,55.5321,36.9048,69.2946,9.17,45.7708,31.3187,65.7277,7.1882,22.8385,30.1491,55.3552,54.8,0.1132,0.0908
2004 Old Dominion,DNQ,0,0,0,71.3332,69.3775,101.698,104.068,96.8466,98.4902,5.57829,49.8547,21.2407,35.2634,34.0116,47.6585,21.3361,32.0109,32.667,49.216,34.0909,71.9658,8.0532,48.4754,30.2966,63.986,7.7526,33.2558,26.956,65.7895,52.5557,0.1088,0.1084
2004 Oral Roberts,DNQ,0,0,0,70.5845,68.4001,108.847,108.918,106.231,107.62,1.29844,53.6902,20.4552,31.1098,38.3644,53.2237,19.2364,30.3683,36.7763,51.6327,38.3588,75.9099,4.3843,50.8396,39.2857,69.7674,8.3673,34.8404,29.4737,60.2546,49.0985,0.0864,0.097
2004 Oregon,DNQ,0,0,0,70.2523,68.702,107.659,111.82,104.49,102.403,9.41757,54.1455,21.3843,32.3218,37.8455,49.5783,18.8895,34.095,34.6864,50,40,71.9821,4.5934,49.9247,32.5132,69.1489,7.3218,41.4552,29.9947,64.0836,50.8255,0.0735,0.0909
2004 Oregon St.,DNQ,0,0,0,70.6184,67.8763,98.5996,102.38,102.705,101.533,0.847862,46.4469,18.9411,34.5979,32.9065,53.5665,22.6518,33.9701,34.4875,44.916,33.6427,69.8444,5.8462,51.4872,38.5928,69.4779,8.6649,27.5928,32.4792,54.8239,56.0761,0.098,0.0897
2004 Pacific,6. Second Round,2,1,12,64.5972,63.9397,106.22,108.144,98.1151,99.4025,8.74172,52.7061,21.3336,31.1433,45.2486,45.7627,19.3636,33.9991,28.5949,52.4621,35.4597,73.5744,8,44.3265,32.4503,71.8929,6.5341,33.5431,33.0235,62.5841,52.3681,0.0903,0.1057
2004 Penn,DNQ,0,0,0,64.5898,63.9131,108.221,108.539,96.0432,98.7952,9.74418,53.2476,20.4102,33.2965,34.912,47.7365,20.9148,30.7527,30.4054,48.9819,39.7306,68.7984,6.9364,47.6879,31.9005,67.5556,9.9548,40.1894,29.8649,64.574,51.8868,0.0964,0.1121
2004 Penn St.,DNQ,0,0,0,63.2797,63.0878,91.5893,96.3156,105.823,103.443,-7.12743,44.6599,24.3105,36.6578,32.7891,50.1579,17.7977,33.3858,25.7738,42.5024,33.3333,66.1826,7.2993,51.1992,32.3718,70.098,11.0793,28.7755,39.4188,57.8498,61.1833,0.0792,0.137
2004 Pepperdine,DNQ,0,0,0,70.9683,69.6139,110.241,113.292,110.881,110.139,3.15291,51.5071,16.8999,33.8091,36.8059,54.6708,21.3615,35.0525,39.8424,50.1565,36.2153,71.5517,6.6781,51.7123,40.2299,71.7514,8.2942,32.4167,34.2712,50.8691,51.7079,0.0987,0.0721
2004 Pittsburgh,5. Sweet 16,3,2,3,60.7075,59.5043,111.449,115.248,90.5429,89.1178,26.1303,51.1583,19.4179,40.6063,38.61,42.8723,19.8473,34.4449,23.4043,52.6084,31.1947,65.8571,12.3277,41.5008,30.662,64.0909,6.9802,24.9311,30.5319,58.2264,52.7855,0.0969,0.0825
2004 Portland,DNQ,0,0,0,68.5255,66.2205,100.735,104.532,106.263,104.861,-0.329148,49.24,18.4159,25.7817,35.0222,52.2908,21.5197,35.6632,45.0199,44.4762,39.1304,71.9711,8.4231,50.2449,37.732,71.3864,10.7619,33.5022,32.2045,60.2374,61.3506,0.0921,0.0838
2004 Portland St.,DNQ,0,0,0,68.5585,65.5929,95.9615,96.2603,98.8644,100.916,-4.65617,48.3308,24.5097,34.8403,43.7785,47.8325,19.3072,27.2408,41.8075,49.5902,29.8246,66.2045,8.8442,45.8291,35.5191,71.529,8.1967,25.9484,26.892,49.3174,56.4846,0.0856,0.1093
2004 Prairie View A&M,DNQ,0,0,0,69.1504,66.7428,89.1872,88.7002,105.155,113.359,-24.6588,42.663,23.1343,34.0247,45.3125,51.826,21.2687,34.8191,42.0319,42.0455,29.878,62.5187,6.2681,49.0839,38.5928,64.613,8.9161,22.2826,31.1421,44.7323,63.7681,0.0789,0.1007
2004 Princeton,7. First Round,1,1,14,58.2168,56.7748,105.63,106.042,96.2233,100.548,5.49455,53.7975,21.4647,31.5254,34.9683,46.3453,20.7116,29.4925,38.3359,55.9539,33.5404,71.0407,9.8039,45.2134,32.4582,71.1968,6.5301,38.212,32.5816,58.7646,54.1667,0.1117,0.1036
2004 Providence,7. First Round,1,1,5,66.2532,65.2472,107.235,112.317,96.8095,93.6525,18.6645,52.1985,22.3335,36.8004,34.7362,47.4847,21.9189,36.359,29.4478,50.7788,36.248,71.9711,12.7793,46.3807,33.2681,66.4583,8.0997,39.5101,31.3497,63.4589,55.1524,0.1368,0.1249
2004 Purdue,DNQ,0,0,0,63.7094,62.8526,101.134,104.185,94.273,92.9921,11.1933,47.2915,20.296,35.0073,37.8576,45.0717,21.599,34.0029,32.3178,46.1538,33.4783,73.6334,9.163,45.4626,29.4991,68.5767,8.7067,27.9976,32.1983,61.5714,53.037,0.0882,0.0867
2004 Quinnipiac,DNQ,0,0,0,71.7746,70.1502,99.8671,97.8116,107.461,113.311,-15.4993,48.2132,19.7123,30.4576,30.103,53.4265,20.9956,32.2771,46.64,45.6238,35.3553,70.0201,4.3655,51.6751,37.8378,68.0456,9.6834,34.9485,34.4644,62.536,55.0355,0.0857,0.0667
2004 Radford,DNQ,0,0,0,68.0198,66.221,96.6206,95.5533,101.655,108.599,-13.046,46.4623,19.614,31.5096,37.4663,50.6351,22.5927,35.3008,39.3084,43.3,35.3306,62.4101,7.6923,48.5774,36.5385,67.5045,9.9,32.6146,33.0275,46.6887,52.8481,0.1186,0.0995
2004 Rhode Island,DNQ,0,0,0,66.5849,64.33,101.956,103.81,96.4613,96.2118,7.59794,46.8299,21.1489,42.875,34.6392,46.1205,20.1051,33.0903,36.5708,45.0174,34.6535,68.006,9.2003,46.5176,30.2941,63.6499,8.5714,26.0309,36.8964,50.3045,54.7523,0.1039,0.1003
2004 Rice,DNQ,0,0,0,69.7944,68.4843,104.546,109.226,97.8695,98.605,10.6212,51.4439,22.2651,33.5728,41.7893,49.537,22.7078,33.9732,32.1895,51.0473,35.0105,71.4092,8.3208,49.1754,33.6653,69.7124,8.4562,27.0102,27.342,56.1212,56.4848,0.1169,0.1089
2004 Richmond,7. First Round,1,1,11,64.4431,62.8739,100.22,104.896,91.392,89.8371,15.0585,46.2437,19.8571,34.0026,36.0601,44.5186,22.6737,33.7878,39.0951,46.1345,30.972,72.0679,12.9412,46.7873,26.979,63.6499,8.0672,33.7785,35.9049,55.0882,55.5556,0.1103,0.1014
2004 Rider,DNQ,0,0,0,66.4953,64.1638,100.809,99.333,102.049,105.862,-6.52855,47.8313,18.6421,31.9869,31.6102,47.5236,19.0993,34.2117,33.9033,46.2264,33.7079,69.3609,7.0053,47.7233,31.4079,69.3913,10,37.0172,32.6651,55.8571,63.6996,0.1031,0.0924
2004 Robert Morris,DNQ,0,0,0,65.354,63.1446,103.903,100.987,108.12,112.386,-11.3993,52.3582,20.5082,27.5172,33.9029,50.8459,17.2356,32.586,30.7644,50.3859,37.0504,73.9919,5.1153,49.348,35.5593,72.5051,7.0562,38.0041,37.5313,49.7738,54.0426,0.0731,0.0862
2004 Rutgers,DNQ,0,0,0,66.9001,66.2091,99.3983,104.682,97.3293,95.6071,9.07519,46.9345,20.7063,34.3106,37.4405,46.3663,19.6685,32.986,33.0233,44.2096,34.6284,71.8601,14.7377,46.2948,31.0212,67.4296,12.5,35.2381,30.1744,55.6851,53.1381,0.0904,0.0998
2004 Sacramento St.,DNQ,0,0,0,70.9631,69.5441,97.8064,98.2938,100.279,102.577,-4.2833,46.4355,20.0831,32.4219,37.5891,49.3462,22.6069,35.1469,45.3544,41.9792,35.8491,67.4138,6.4044,49.9543,31.6667,66.3126,9.5833,37.7835,24.7763,55.2288,56.3636,0.1138,0.0838
2004 Sacred Heart,DNQ,0,0,0,73.9481,72.243,99.2132,97.471,103.992,109.838,-12.3673,48.227,21.8274,34.3444,31.1466,52.4275,21.8274,34.8133,39.5334,47.619,33.3333,67.1727,9.6189,49.4555,39.4628,68.74,6.9841,25.5319,30.517,52.4194,51.6304,0.1039,0.1104
2004 Saint Joseph's,4. Elite Eight,4,2,1,67.8089,66.7822,114.728,118.522,90.6324,90.716,27.8057,56.1196,16.8828,29.6487,33.6992,44.3852,23.9865,36.1319,33.4082,52.8176,40.3871,70.1954,8.7094,45.3682,27.9923,69.4118,7.2588,42.5357,29.0848,60.2771,53.6212,0.1342,0.0969
2004 Saint Louis,DNQ,0,0,0,63.2677,61.5383,98.4164,102.275,93.6134,93.3367,8.93797,48.7926,19.6418,26.6699,37.7709,47.1681,22.2575,30.6053,32.095,47.4383,34.2246,70.3279,4.507,46.1033,32.7556,70.019,11.575,34.7368,35.1401,61.7052,52.5,0.112,0.0878
2004 Saint Mary's,DNQ,0,0,0,69.5796,66.5902,108.464,110.253,99.4707,98.9165,11.3365,52.4839,22.9995,38.3533,44.1936,47.0805,19.9773,33.9259,35.5255,50.6931,37.2222,72.4088,6.425,47.2817,30.9927,71.9723,9.2079,34.8387,25.3841,47.4053,44.8718,0.0912,0.0983
2004 Saint Peter's,DNQ,0,0,0,69.9446,68.1246,106.856,107.428,106.017,108.36,-0.932732,48.7245,18.1075,33.7778,38.5488,51.3041,21.884,38.5347,39.4191,45.4195,35.6259,70.1471,8.5911,48.9691,37.6673,68.2707,12.8255,41.2132,31.0018,50.6849,51.8905,0.0983,0.0852
2004 Sam Houston St.,DNQ,0,0,0,74.1958,70.9232,97.3655,96.9491,104.75,108.469,-11.5194,48.7805,23.4406,32.5766,38.5222,49.9325,20.7359,38.385,38.2849,49.0031,32.1995,69.6462,8.6997,48.8307,35.1942,68.9594,7.66,31.6356,27.819,65.353,60.1199,0.102,0.1138
2004 Samford,DNQ,0,0,0,60.7337,59.0464,98.5541,98.4126,108.521,107.721,-9.30799,55.8984,23.093,21.1128,31.216,52.5974,17.5722,31.4913,26.8908,56.0461,37.1773,69.186,5.3691,51.0067,37.3494,68.1818,9.5969,52.7223,31.7036,70.0787,54.0098,0.0734,0.1246
2004 San Diego,DNQ,0,0,0,71.1164,70.2544,95.0784,99.6493,113.214,111.771,-12.1213,51.6223,25.6936,28.564,35.3666,56.351,18.651,31.5923,31.4665,47.3485,40.6186,67.8899,3.901,54.3292,39.6476,69.7248,9.6591,31.4731,39.3187,65.7102,64.4471,0.086,0.1399
2004 San Diego St.,DNQ,0,0,0,68.4167,67.203,101.512,104.755,103.099,99.9828,4.77217,47.5256,18.7576,34.7741,28.0024,52.0734,21.9196,32.7293,38.2733,47.6149,31.5476,70.0431,8.0544,50,37.2816,71.2256,9.0199,30.4164,35.0102,53.5311,58.209,0.1168,0.0922
2004 San Francisco,DNQ,0,0,0,66.8917,65.4185,95.5726,99.7956,101.985,101.089,-1.29388,47.2466,23.2584,35.1861,34.0425,51.8432,22.8974,34.1359,43.4987,47.6868,30.8017,64.8897,6.3611,48.9242,39.4799,68.7211,7.0285,29.6621,28.3512,55.4252,56.6667,0.1098,0.1078
2004 San Jose St.,DNQ,0,0,0,62.7501,61.3293,94.3929,98.6931,106.894,105.896,-7.20263,47.4823,19.8524,28.3832,29.7163,51.203,22.1229,35.585,48.6466,44.3205,36.5566,66.3484,5.1402,48.3645,37.5527,72.4884,9.1278,30.0709,35.6391,54.7297,59.1216,0.092,0.0949
2004 Santa Clara,DNQ,0,0,0,63.9464,61.7873,99.9756,101.509,102.867,101.348,0.161605,47.8472,20.5243,33.9056,33.96,50.9969,19.9598,31.5301,32.8349,46.0861,33.8118,69.1071,7.3403,48.1411,37.5899,69.8292,7.7299,38.023,34.6417,53.4407,63.3053,0.1026,0.0918
2004 Savannah St.,DNQ,0,0,0,73.1995,71.1914,82.0067,84.7866,107.335,108.544,-23.7577,40.4407,24.0976,34.3226,27.9333,50.5198,21.4201,38.5317,54.256,38.7579,30.4668,56.7164,9.3892,47.4932,38.6878,68.982,10.1415,24.2406,28.7199,41.9773,61.1272,0.094,0.1273
2004 Seton Hall,6. Second Round,2,1,8,67.1571,66.1769,106.745,111.199,95.2276,93.5699,17.629,51.0252,18.9701,34.3012,34.6221,44.9507,19.2657,32.4728,34.1265,50.5017,34.8337,71.7428,7.219,44.7088,30.3571,71.7687,9.4482,29.9356,29.2513,50.3836,52.0057,0.0985,0.0907
2004 Siena,DNQ,0,0,0,69.7025,67.4699,99.4787,100,102.445,105.432,-5.43175,44.8393,21.0046,40.1482,35.1382,48.9164,19.176,30.2581,42.6006,43.6405,32.1739,67.8973,8.9147,46.0271,36.0206,72.5291,8.6824,25.9447,36.0991,58.9459,62.7737,0.0974,0.1008
2004 SMU,DNQ,0,0,0,64.4886,62.8054,99.0083,104.682,104.91,103.13,1.55252,48.9117,22.2184,32.3992,33.7065,50.5615,20.7915,38.012,29.0189,49.0786,32.409,67.1587,8.0556,51.0185,33.1699,71.0794,9.5053,35.8831,36.1702,53.9683,60.4775,0.1131,0.1238
2004 South Alabama,DNQ,0,0,0,65.342,63.3102,99.9387,102.739,104.222,105.914,-3.17552,48.5135,20.2967,33.3333,27.7703,52.2305,24.2157,39.1068,42.974,46.6292,34.2373,64.9635,4.9231,51.5897,35.9459,65.7439,8.3146,39.8649,27.5093,45.705,56.4465,0.1047,0.0989
2004 South Carolina,7. First Round,1,1,10,67.4431,66.1339,104.19,110.845,92.544,94.2486,16.596,49.23,19.3598,34.6403,35.4209,44.7037,23.9279,36.0531,32.7215,49.3238,32.7062,67.3913,14.5559,45.3125,29.0883,68.109,6.9212,35.4723,36.2349,58.9835,55.8511,0.1301,0.0983
2004 South Carolina St.,DNQ,0,0,0,67.4161,65.801,102.353,100.344,96.9256,105.998,-5.65376,49.4587,23.7489,37.3681,43.4371,50.0353,23.961,30.3927,41.4134,49.6169,32.7189,72.1184,5.6443,48.2428,35.7143,70.9898,6.705,29.364,33.6396,47.2727,48.9567,0.1267,0.1018
2004 South Florida,DNQ,0,0,0,65.4634,63.8918,93.7911,99.3889,105.058,104.308,-4.91892,47.3169,23.2088,31.219,38.7237,47.9961,18.045,35.2554,33.9366,47.0825,31.9481,65.3558,13.6842,45.933,34.8606,69.3333,8.9537,27.9188,32.4499,59.2217,55.5725,0.0794,0.1141
2004 Southeast Missouri St.,DNQ,0,0,0,65.698,63.8499,107.044,107.067,110.389,112.456,-5.38933,51.6245,18.4452,31.6838,33.4296,54.4085,19.9063,34.5631,33.8722,48.6157,38.1743,70.4104,5.4083,52.5981,38.9952,71.8004,7.309,34.8014,30.7127,52.1669,52.352,0.0968,0.0901
2004 Southeastern Louisiana,DNQ,0,0,0,70.1113,66.4917,102.995,100.931,98.8479,104.829,-3.89843,49.4014,18.6925,32.2599,44.2253,50.2894,22.1478,29.9941,39.0014,49.0702,33.4071,67.3567,7.9958,49.1173,35.3222,67.5325,7.0248,31.831,30.3184,53.6741,53.7842,0.0946,0.0827
2004 Southern,DNQ,0,0,0,70.8161,68.3772,98.1287,96.1117,98.701,109.591,-13.4795,47.9304,22.685,36.3636,36.5966,50.3235,25.887,37.9661,45.5068,48.6679,30.5556,62.1185,9.5046,48.9383,35.8209,65.5608,8.0817,26.0184,28.9001,45.5904,53.8217,0.1292,0.1015
2004 Southern Illinois,7. First Round,1,1,9,66.8358,65.7203,106.701,108.685,94.0296,94.3307,14.3539,49.5493,17.6657,35.6026,30.4225,47.421,25.0222,33.565,38.8137,49.0628,33.7591,68.8889,8.4104,47.3198,31.7697,69.4352,5.4605,30.8732,30.2386,53.8755,55.6732,0.1511,0.0921
2004 Southern Miss,DNQ,0,0,0,66.2738,64.4191,94.939,100.306,101.901,101.643,-1.33758,45.5158,21.0201,33.125,38.031,50.0661,18.3238,29.0357,33.7963,45.2679,30.854,66.6667,6.3419,50.2757,33.0189,66.3405,9.375,24.4774,28.0423,52.3425,49.1994,0.0996,0.109
2004 Southern Utah,DNQ,0,0,0,63.752,62.783,98.6875,100.264,111.152,109.975,-9.71085,54.2075,24.0627,26.8924,40.1961,53.4157,22.3867,37.9415,37.5727,50,42.3684,66.6667,7.2178,50,38.4365,74.8549,7.5829,31.0458,44.6221,51.6295,64.5057,0.1191,0.1083
2004 Southwest Missouri St.,DNQ,0,0,0,64.1553,63.4879,101.837,105.191,97.2077,98.5461,6.64523,48.0248,22.4504,36.5093,49.7641,47.9167,21.8972,30.0608,40.9624,46.62,34.9633,68.7204,8.0661,43.6346,36.2963,68.0516,6.6822,24.1156,39.6127,51.5478,63.4006,0.1139,0.1023
2004 St. Bonaventure,DNQ,0,0,0,70.5846,69.4538,95.5757,100.249,111.98,109.535,-9.28675,45.6584,18.4438,30.8994,25.4169,52.2361,20.3033,39.916,38.8789,44.0306,32.0809,71.4932,4.6272,50.6427,37.2549,71.7791,7.0678,39.793,30.4114,51.6837,56.7222,0.1065,0.0935
2004 St. Francis NY,DNQ,0,0,0,70.8247,68.8963,100.25,97.5265,98.0835,104.709,-7.18234,50.486,21.1324,30.5253,30.6197,48.1723,22.4877,32.1484,45.6919,47.9482,35.8333,66.4683,10.5743,46.217,35.4023,68.2857,6.2635,43.7424,28.3943,53.5613,55.9758,0.121,0.0964
2004 St. Francis PA,DNQ,0,0,0,65.7665,63.9656,101.867,99.8502,106.4,110.916,-11.0656,48.7584,20.7754,33.7669,38.5235,53.5048,22.0807,35.361,26.3022,46.357,36.9898,73.1707,5.2632,53.5549,35.5932,71.3936,10.5647,26.3087,30.3537,49.8471,57.6203,0.099,0.1066
2004 St. John's,DNQ,0,0,0,66.4428,65.3351,92.2385,98.097,105.563,102.912,-4.81464,43.408,22.3353,38.3484,26.8657,49.9017,20.8463,37.8876,37.0904,42.2168,31.4961,64.1204,11.7,47.2,36.692,69.0813,9.128,23.694,34.4692,45.4545,65.1128,0.1191,0.118
2004 Stanford,6. Second Round,2,1,1,67.1679,64.4998,110.198,112.228,90.3565,89.1711,23.0568,52.7103,20.8823,37.0672,36.7024,43.9542,21.3939,29.7064,33.1232,52.0275,36.4224,75.2308,12.0586,41.2575,32.8767,69.5502,5.5853,26.1999,33.467,60.424,46.9449,0.0944,0.0902
2004 Stephen F. Austin,DNQ,0,0,0,67.1462,63.6961,102.209,99.1463,91.4385,97.6762,1.47013,49.793,19.8902,33.0301,33.1263,48.8971,27.5933,31.0366,50.3268,47.6744,36.6906,70.2083,4.0816,45.7383,37.0844,64.1234,6.9767,28.7785,31.9444,50.3876,46.1977,0.127,0.0736
2004 Stetson,DNQ,0,0,0,68.4517,65.4444,96.6066,95.1976,105.727,106.828,-11.6305,44.3197,20.7456,36.7412,37.0068,52.1434,22.9806,37.1194,35.137,44.1882,29.7927,69.8529,5.8411,50.2336,36.6843,71.6,10.2399,26.2585,39.8454,46.4646,65.047,0.1358,0.102
2004 Stony Brook,DNQ,0,0,0,64.652,64.2978,94.903,95.1059,102.296,109.504,-14.3976,46.588,22.7312,32.6248,38.5204,50.8995,20.5036,32.5376,35.67,46.2947,31.5914,68.8742,6.5236,49.9571,35.5705,67.4783,8.0209,26.8495,27.7295,48.1928,49.3927,0.1109,0.1261
2004 Syracuse,5. Sweet 16,3,2,5,67.6907,66.2186,106.982,111.069,98.2358,95.3779,15.6907,50.141,18.1499,38.3694,36.6046,44.8179,19.5802,38.6469,35.07,50.479,32.6923,64.0986,16.8216,45.5621,28.9037,66.4537,6.4849,23.4631,33.7255,55.1766,60.7293,0.1134,0.0967
2004 TCU,DNQ,0,0,0,67.9756,66.3699,98.1602,102.428,103.329,102.197,0.230992,47.2379,21.5008,31.8182,40.4896,49.788,20.3399,34.1194,34.464,45.7611,33.3333,67.5969,6.4279,47.6584,35.9431,70.4745,11.2717,34.8399,34.04,55.4545,57.0042,0.0888,0.106
2004 Temple,DNQ,0,0,0,61.7723,60.4371,103.754,108.373,103.134,101.541,6.83116,44.1468,14.1146,36.7544,33.3139,51.3907,21.8887,34.525,32.4503,45.6827,28.0166,65.2098,10.9499,47.3615,36.9681,66.3265,6.5261,41.9918,49.8013,38.204,72.5275,0.134,0.0678
2004 Tennessee,DNQ,0,0,0,68.5425,66.7057,104.228,108.839,104.229,100.944,7.89502,49.1206,21.7127,36.7647,43.2161,49.3499,19.1938,33.9118,33.747,47.9222,34.7072,72.5291,8.5868,47.8533,34.8432,67.7758,8.3112,28.9573,33.9243,61.8234,61.0884,0.0872,0.1139
2004 Tennessee Martin,DNQ,0,0,0,71.0492,69.1596,98.7289,99.24,107.327,107.841,-8.60105,48.6381,21.8917,34.4507,33.2685,51.5454,19.8478,35.7105,37.0251,49.5117,31.2741,67.0565,6.7913,52.9528,32.5885,68.6957,6.25,33.5927,34.5782,58.8939,59.467,0.1092,0.121
2004 Tennessee St.,DNQ,0,0,0,68.9678,66.5693,100.915,103.211,113.787,113.257,-10.0463,48.0076,16.8881,29.5156,25.4902,56.3983,22.7404,38.747,49.1733,44.7716,35.5705,68.9826,4.7673,56.1862,37.8431,69.2982,10.1523,37.6977,36.6643,55.7427,65.843,0.1053,0.0886
2004 Tennessee Tech,DNQ,0,0,0,70.3114,67.9992,105.048,103.935,110.13,110.419,-6.48403,50.8235,20.2968,34.3423,28.9855,54.3945,18.7703,32.1819,38.7543,49.1173,35.8559,72.5,4.8919,54.2662,36.3958,67.3214,7.4766,36.5613,39.1696,55.2083,66.6179,0.0848,0.0972
2004 Texas,5. Sweet 16,3,2,3,68.3913,65.1866,111.062,113.481,96.5963,93.1471,20.3341,49.7312,17.053,41.9558,35.4839,44.8128,20.1979,32.541,38.5561,47.1448,37.2131,68.0441,10.1379,44.12,30.7692,71.9834,7.7994,29.8143,34.0642,49.4469,50.1351,0.097,0.085
2004 Texas A&M,DNQ,0,0,0,69.1298,67.1056,101.891,104.807,108.973,109.122,-4.31545,46.6017,21.1586,39.9259,37.6478,54.7744,19.3232,30.8992,44.0157,45.587,32.5714,68.4458,3.3207,53.1309,38.9474,69.0936,9.5116,31.0284,31.0661,59.0327,65.1007,0.0887,0.0857
2004 Texas A&M Corpus Chris,DNQ,0,0,0,69.892,67.868,100.346,101.875,102.59,107.01,-5.13477,49.6708,24.42,37.5,38.2716,51.8212,22.3362,30.7285,36.8377,50.1094,32.2259,71.828,4.2328,49.4709,37.1681,70.3371,7.8775,24.7737,37.4172,59.4595,60.3321,0.1022,0.1133
2004 Texas Pan American,DNQ,0,0,0,70.0392,68.293,95.0121,94.7784,102.984,102.984,-8.20564,44.5613,21.5773,34.6603,41.0442,50.0737,22.6327,34.6066,43.773,43.2367,31.0345,69.788,6.3808,48.0126,36.6584,68.5185,11.1111,39.9565,29.5505,55.0095,56.6007,0.1085,0.1073
2004 Texas Southern,DNQ,0,0,0,72.0969,69.5066,90.8829,87.4435,92.9441,102.84,-15.3969,44.8396,25.3244,34.8934,52.371,45.2138,21.9273,32.2547,34.8437,46.1394,27.4194,64.8469,7.1806,47.4129,27.9032,68.8645,7.4388,25.9414,39.566,47.4662,50.1608,0.0993,0.1194
2004 Texas St.,DNQ,0,0,0,66.306,63.3553,101.925,101.22,105.636,110.653,-9.43326,49.6825,21.5253,34.3487,33.8095,49.8767,20.0815,34.0246,45.2753,49.2228,33.6066,71.5962,5.3595,49.1503,34.0708,71.3249,7.6425,38.7302,37.1405,58.2721,59.2453,0.1011,0.0952
